ArticleId,Text,Category
1544,best person  for top legal job the  best person for the job  should be appointed lord chancellor  and not necessarily a lawyer or mp  the courts minister has told mps.  under reforms  the post of lord chancellor is to be stripped of its judicial functions.  the lord chancellor...no more needs to be a lawyer than the secretary of health needs to be a doctor   said courts minister christopher leslie. the constitutional reform bill was entering its second reading on monday. mr leslie said:  the prime minister should be able to appoint the best person for the job whether they sit in the house of lords or the house of commons.  under the reforms  the law lords will also be replaced as the uk s highest legal authority by a supreme court and judges will be appointed by an independent panel rather than ministers.  in december the lords rejected a plea by current lord chancellor lord falconer that the holder of the job should not necessarily be a lawyer or a peer. the peers voted by 229 to 206 to say in law that lord chancellors must also be peers. the debate was carried over from the last parliamentary session  but with an impending general election time is crucial for the government to get the bill passed. mr leslie said it was irrelevant whether the post was called secretary of state for constitutional affairs or lord chancellor. he said:  what matters most is...whether it is reformed so that the post holder no longer has those conflicting duties.  it is no longer appropriate for a government minister to have such unfettered discretion in the appointment of judges.   shadow attorney general dominic grieve criticised the government on its plans to change what he said was an  exceptional institution   providing a  champion of the independence of the judiciary . the government had initially proposed to take this institution and  smash it to pieces   mr grieve said. convention should be  nurtured and celebrated   but the government distrusted and disliked it instead. he warned that unless ministers backed down over the lord chancellor remaining a member of the house of lords  the government would have  great difficulty  in getting the bill through parliament. former cabinet minister douglas hogg  whose father and grandfather served as lord chancellor  said the bill was  largely unnecessary  bureaucratic and expensive . but the tory mp for sleaford and north hykeham admitted the lord chancellor s role and office  cannot be frozen in aspic .,politics
1962,durex maker ssl awaits firm bid uk condom maker ssl international has refused to comment on reports it may be subject to a takeover early in 2005.  a financial times report said business intelligence firm gpw was understood to be starting due diligence work on ssl international  for a corporate client. an spokesman for ssl  which makes the famous durex brand of condom  would not to comment on  market speculation . however the news sent shares in ssl  which also makes scholl footwear  up more than 6%  or 16.75 pence to 293.5p.  the ft said most the high-profile firm that might woo ssl was anglo-dutch household products group reckitt benckiser. eighteen months ago reckitt benckiser was at the centre of a rumoured takeover bid for ssl - but that came to nothing. other firms that have been seen as would-be suitors include kimberly-clark  johnson & johnson  and private equity investors. analysts have seen ssl as a takeover target for years. it sold off its surgical gloves and antiseptics businesses for £173m to a management team in may. ssl was formed by a three-way merger between seton healthcare  footwear specialists scholl and condom-maker london international group. its other brands include syndol analgesic  meltus cough medicine  sauber compression hosiery and deodorant products  and mister baby.,business
1474,bmw to recall faulty diesel cars bmw is to recall all cars equipped with a faulty diesel fuel-injection pump supplied by parts maker robert bosch.  the faulty part does not represent a safety risk and the recall only affects pumps made in december and january. bmw said that it was too early to say how many cars were affected or how much the recall would cost. the german company is to extend a planned production break at one of its plants due to the faulty bosch part. the dingolfing site will now be closed all next week instead of for just two days. the additional three-day stoppage will mean a production loss of up to 3 600 vehicles  bmw said  adding that it was confident it could make up the numbers later.  bosch has stopped production of the part but expects to restart by 2 february. the faulty component does not represent a safety risk but causes the motor to stall after a significant amount of mileage. when asked if bmw would be seeking compensation from bosch  the carmaker s chief executive helmut panke said:  we will first solve the problem before talking about who will pay . audi and mercedes benz were also supplied with the defective diesel fuel-injection pumps but neither of them have to recall any vehicles. a spokesman for daimlerchrysler  parent company of mercedes benz  said it will however have to halt some production. it is to close the mercedes factory in sindelfingen on monday and tuesday. audi said it had been hit by production bottlenecks  due to a shortage of unaffected bosch parts.,business
603,pension hitch for long-living men male life expectancy is much higher than originally estimated  leading pension researchers have said.  the pensions policy institute (ppi) said life expectancy for unskilled and professional men has been understated. life expectancy at birth is 71 years for a manual worker and 79 years for a professional - a gap of eight years. but if measured at age 65 instead  the ppi said  a manual worker will live to 81 years and a professional worker to 86 years - a gap of just five years. the ppi s estimate is higher because it excludes people who have died before they reach 65 years of age and also takes into account ongoing improvements in life expectancy.  the government has ruled out raising the state pension age  because it says it would penalise lower-skilled workers who generally have lower life expectancies. chris curry  ppi research director  said its calculations suggested there could be more pressure on state pension spending than originally envisaged.  even people in social class v [unskilled manual workers] who are widely likely to have the lowest life expectancy can still expect to live 16 years after state pension age   he said. researchers have not updated life expectancy projections for women  who on average live longer than men.,business
1220,ryanair in $4bn boeing plane deal budget airline ryanair has placed an order for 70 boeing 737-800 planes  in a deal valued at $4bn (£2.1bn) which should lead to 2 500 new ryanair jobs.  it also has an option for a further 70 aircraft  a move which brings the ryanair/boeing order book up to 225 firm orders and options on 193 more. ryanair said the new planes would help it to cut operating costs further. the carrier reported a drop in quarterly profit earlier this year after it was hit by higher fuel costs. however  when it reported the results  the airline was upbeat about prospects for 2005  despite tough competition in the budget airline market.  ryanair chairman david bonderman said that the 737-800 had  significantly reduced our unit operating costs and allowed us to reduce air fares each year for the last five years .   with this new order and new pricing in place  ryanair expects that unit operating costs (excluding fuel) will continue to fall each year for the next five years   he added. at the end of this year  ryanair will have taken delivery of about 100 new planes  while the 70 new orders are due for delivery between 2008 and 2012. the airline said that when all these planes have been delivered  it will be able to carry more than 70 million passengers a year  making it europe s largest airline. about 2 500 new jobs should be created in the next seven years  it added. the order can be seen as good news for boeing  which in recent years has been overtaken by european plane maker airbus as the world s biggest-selling plane maker.,business
891,wales win in rome wales secured their first away win in the rbs six nations for nearly four years with a six-try victory in rome.  tries from jonathan thomas  tom shanklin and martyn williams gave the visitors a 19-5 half-time advantage. luciano orquera did reply with one for italy but second-half efforts from brent cockbain  shane williams and robert sidoli sealed victory. fly-half stephen jones added four conversions as wales maintained their superb start to this year s tournament. starting full of confidence after their victory over england  the visitors scored the opening try after just four minutes. diminutive wing shane williams fielded a kick ahead and danced past the onrushing andrea masi and aaron persico into the italian half. his pass to tom shanklin appeared forward but when the centre was held up short  the ball was switched left and michael owen s long cut-out pass gave the lurking thomas an easy run-in.  stephen jones  who retained the kicking duties despite gavin henson s heroics against england  slotted an excellent conversion from wide out. wales twice threatened further scores but failed to find the crucial pass  and italy hit back out of the blue in the 11th minute.  henson  sporting gold boots rather than the silver variety that did for england  beat two players with ease out on the left touchline. but his attempted chip ahead was charged down by orquera  who snaffled the loose ball and hared away from halfway to score in the right corner. with the welsh line-out stuttering and italy twice turning the visitors  scrum  the home side s forward power brought them back into it. but a clever high kick from henson almost brought a try for hal luscombe when roland de marigny and ludovico nitoglia made a hash of claiming it as the ball bounced into touch.  wales regained control with a second try in the 21st minute  henson lobbing up a high kick to the left corner where shanklin jumped higher than nitoglia to dot down his 15th test try. jones was unable to convert and de marigny then hit the upright with a penalty attempt for italy. henson was also narrowly short with a long-range effort at goal  but wales ended the half with a vital third score to give themselves some breathing space.  henson sent luscombe streaking away and when he off-loaded to martyn williams  the flanker showed his nous to ground the ball against the padding of the post  jones adding the conversion. italy  who lost flanker mauro bergamasco with a head knock before half-time  built up a head of steam on the resumption. de marigny landed a penalty to make it 19-8 and a nitoglia break through the middle threatened a try only for the move to break down with a knock-on. but wales put the outcome beyond doubt with two superb tries in four minutes before the hour. their fourth after 53 minutes was sparked by another mazy run from shane williams  who beat several players with ease  and finished with a powerful angled run from lock cockbain. before italy could recover from that blow  a strong surge from gareth thomas and great off-loads from martyn williams and replacement kevin morgan saw shane williams scamper over.  with jones converting both for a 33-8 lead  wales had the luxury of sending on five more replacements for the final quarter. the icing on the cake came with a sixth try after more superb support work  shane williams and ceri sweeney combining to send sidoli over in the left corner. the only downside for wales was a hamstring injury suffered by luscombe. but after back-to-back wins at the start of the tournament for the first time in 11 years  they will travel to paris in a fortnight looking like genuine contenders.  r de marigny; mirco bergamasco  w pozzebon  a masi  l nitoglia; l orquera  a troncon; a lo cicero  f ongaro  m castrogiovanni  s dellape  m bortolami (capt)  a persico  mauro bergamasco  s parisse.  g intoppa  s perugini  ca del fava  d dal maso  p griffen  m barbini  kp robertson.  g thomas (capt); h luscombe  t shanklin  g henson  s williams; s jones  d peel; g jenkins  m davies  a jones; b cockbain  r sidoli; j thomas  m williams  m owen.  r mcbryde  j yapp  i gough  r sowden-taylor  g cooper  c sweeney  k morgan.  andrew cole (australia).,sport
1259,honda wins china copyright ruling japan s honda has won a copyright case in beijing  further evidence that china is taking a tougher line on protecting intellectual property rights.  a court ruled that chongqing lifan industry group must stop selling honda brand motorbikes and said it must pay 1.47m yuan ($177 600) in compensation. internationally recognized regulation is now a key part of china s plans for developing its economy  analysts said. beijing also has been threatened with sanctions if it fails to clamp down.  chinese firms copy products ranging from computer software and spark plugs to baby milk and compact discs. despite the fact that product piracy is a major problem  foreign companies have only occasionally won cases and the compensation awarded has usually been small. still  recent rulings and announcements will have boosted optimism that attitudes are changing. earlier this week china said that in future it will punish violators of intellectual property rights with up to seven years in jail. and on tuesday  paws incorporated - the owner of the rights to garfield the cat - won a court battle against a publishing house that violated its copyright. other firms that have taken legal action in china  with varying degrees of success  include yamaha  general motors and toyota.  the problem of piracy is not limited to china  however  and the potential for profit is huge. the european union estimates that the global trade in pirated wares is worth more than 200bn euros a year (£140bn; $258bn)  or about 5% of total world trade. and it is growing. between 1998 and 2002  the number of counterfeit or pirated goods intercepted at the eu s external borders increased by more than 800%  it said. last month the eu said it will start monitoring china  ukraine and russia to ensure they are going after pirated goods. other countries on the eu s hit list include thailand  brazil  south korea and indonesia. any countries that are not making enough of an effort could be dragged to the world trade organisation (wto)  a step that could trigger economic sanctions  the eu warned.,business
813,ukip could sue veritas defectors the uk independence party could take legal action to unseat two london assembly members who defected to robert kilroy silk s veritas party.  damian hockney  now veritas deputy leader  and peter hulme-cross were elected in 2004 on the list system. the party argues the pair should give up their seats as they won them as ukip representatives  not as individuals. mr hockney said the law was clear that those elected on a list who quit their party should keep their seats. ukip chairman petrina holdsworth urged the men to step down from the gla in a letter.  she said:  the party has taken legal advice and it is clear that we could take legal proceedings against you which could result in the return of our seats and/or damages against you.  we would however like you to be given an opportunity to reflect on what you have done  to restore your own credibility with the electorate and return the seats to the party which won them fair and square at the last election.  mr hockney said the law worked in exactly the same way for the gla as it did for other electoral list systems.  the greater london act is clear that if someone resigns who was elected on a list  their party whip the seat belongs to them and not the party.  he said mr hulme-cross and himself had no intention of resigning and added that they felt that it was ukip who were not being true to the electorate. he accused the party of signing up to a deal with the tories in europe  rather than sticking to an independent stance. but the claim was denied by ukip spokesman  who said:  mr hockney s accusations are like his sense of political morals - empty.  veritas was formed by mr kilroy-silk earlier this month after he quit ukip following an unsuccessful bid to take over as leader.,politics
1680,security warning over  fbi virus  the us federal bureau of investigation is warning that a computer virus is being spread via e-mails that purport to be from the fbi.  the e-mails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites. the messages warn that their internet use has been monitored by the fbi s internet fraud complaint center. an attachment in the e-mail contains the virus  the fbi said. the message asks recipients to click on the attachment and answer some questions about their internet use. but rather than being a questionnaire  the attachment contains a virus that infects the recipient s computer  according to the agency. it is not clear what the virus does once it has infected a computer. users are warned never to open attachment from unsolicited e-mails or from people they do not know.   recipients of this or similar solicitations should know that the fbi does not engage in the practice of sending unsolicited e-mails to the public in this manner   the fbi said in a statement. the bureau is investigating the phoney e-mails. the agency earlier this month shut down fbi.gov accounts  used to communicate with the public  because of a security breach. a spokeswoman said the two incidents appear to be unrelated.,tech
136,europe backs digital tv lifestyle how people receive their digital entertainment in the future could change  following the launch of an ambitious european project.  in nice last week  the european commission announced its networked & electronic media (nem) initiative. its broad scope stretches from the way media is created  through each of the stages of its distribution  to its playback. the commission wants people to be able to locate the content they desire and have it delivered seamlessly  when on the move  at home or at work  no matter who supplies the devices  network  content  or content protection scheme. more than 120 experts were in nice to share the vision of interconnected future and hear pledges of support from companies such as nokia  intel  philips  alcatel  france telecom  thomson and telefonica. it might initially appear to be surprising that companies in direct competition are keen to work together. but again and again  speakers stated they could not see incompatible  stand-alone solutions working. a long-term strategy for the evolution and convergence of technologies and services would be required.  the european commission is being pragmatic in its approach. they have identified that many groups have defined the forms of digital media in the areas that nem encompasses. the nem approach is to take a serious look at what is available and what is in the pipeline  pick out the best  bring them together and identify where the gaps are. where it finds holes  it will develop standards to fill them. what is significant is that such a large and powerful organisation has stated its desire for digital formats to be open to all and work on any gadget. this is bound to please  if not surprise  many individuals and user organisations who feel that the wishes of the holder of rights to content are normally considered over and above those of the consumer. many feel that the most difficult and challenging area for the commission will be to identify a solution for different digital rights management (drm) schemes. currently drm solutions are incompatible  locking certain types of purchased content  making them unplayable on all platforms. with the potential of having a percentage of every media transaction that takes place globally  the prize for being the supplier of the world s dominant drm scheme is huge. although entertainment is an obvious first step  it will encompass the remote provisions of healthcare  energy efficiency and control of the smart home. the 10-year plan brings together the work of many currently running research projects that the ec has been funding for a number of years.  simon perry is the editor of the digital lifestyles website  which covers the impact of technology on media,tech
684,celebrities get to stay in jungle all four contestants still remain in i m a celebrity ... get me out of here as no evictions were made on the television show on saturday.  contestants paul burrell  joe pasquale  janet street-porter and fran cosgrave were told by hosts ant and dec. natalie appleton s decision to quit the show last monday had given them all a stay of execution  the group were told. model sophie anderton was the last person to be voted off the itv1 show  set in the australian jungle. the four remaining stars will do a joint bushtucker trial on sunday.  former all saints singer natalie appleton 31  walked out of the show after learning she would face a fifth so-called bushtucker trial. the celebrities are chosen by the viewers to pass trials in order to win food for the rest of the camp. appleton had endured a torrid time during the programme  including a well-publicised row with sophie anderton. and on 26 november singer brian harvey quit as a contestant after he had a blazing row with janet street-porter.,entertainment
777,talks aim to avert pension strike talks aimed at averting a series of national strikes over pensions reforms will take place this weekend.  five public sector unions will hold private talks with deputy prime minister john prescott at labour s spring conference in gateshead. they want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65. up to 1.4m workers could take part in a strike already earmarked for 23 march. however  all sides are anxious to avoid a major confrontation in the run up to the general election  said bbc labour affairs correspondent stephen cape. in four days  britain s biggest union unison will start balloting 800 000 local government workers on strikes. other public sector unions have pledged to follow. it is just weeks before new regulations are introduced to raise the pension age of local government workers.  the five unions meeting mr prescott want the government to withdraw these regulations. this would allow months of tough negotiations to follow  said our correspondent. but a spokesman for mr prescott warned that the changes to the local government pension scheme would have to go ahead in april. privately ministers believe this will be the  less painful  option  our correspondent added. the public and commercial services union (pcs) will co-ordinate any industrial action with up to six other public sector unions. pcs leader mark serwotka warned last week that there could be further walkouts unless there was a government rethink.  for a government that lectures everyone on choice - choice on public service  choice on this and choice on that - isn t it ironic that they re saying to public sector workers there is no choice   he said.  if you want the pension you were promised when you started you must work for an extra five years - that is working until people drop.  in the 20th century  it s completely unacceptable.   unison s 800 000 workers  the transport and general workers  union s 70 000 and amicus  20 000 are among those being balloted about a 23 march walkout. mr prescott held a private meeting with senior union figures last week. it is understood no deal was offered in that meeting but there was room for further negotiations.,politics
618,rivals of the £400 apple... the mac mini is the cheapest apple computer ever. but though it is cheap for a mac how does it compare to pcs that cost about the same amount  dot.life tries to find out if you can you get more for your money if you stick with the beige box.      an extremely small computer that is designed to bring the macintosh to the masses.  apple offer a less powerful mac mini for £339 but the £399 models has a 1.4ghz power pc chip  80 gigabyte hard drive  combined cd burner/dvd player. it comes equipped with usb and firewire ports for peripheral connections  ethernet port for broadband  a port for standard video output and an audio/headphone jack.the machine comes with mac os x  the apple operating system  the software suite ilife  which includes itunes  iphoto  imovie  idvd and garageband.  a monitor  keyboard or mouse. there is also no built-in support for wireless technology or any speakers. the lack of a dvd burner is an omission in the age of backing-up important software. wireless and a dvd burner can be added at extra cost.  apple are targeting people who already have a main computer and want to upgrade - especially pc users who have used an apple ipod.  compact and stylish  the mac mini would not look out of place in any home. apple computers are famously user friendly and offer much better network security  which means fewer viruses. the package of software that comes with the machine is the best money can buy.  the mac mini is just a box. if you don t already have a monitor etc  adding them to the package sees the value for money begin to dwindle. macs don t offer the upgrade flexibility of a pc and the machine s specifications lack the horse power for tasks such as high-end video editing or games.   the mac mini puts the macintosh within the reach of everyone   an apple spokesman said.  it will bring more customers to the platform  especially pc users and owners.     an entry-level machine designed for basic home use.  a 2.6ghz intel celeron chip  40 gigabyte hard drive  256mb  combined cd burner/dvd player. it comes equipped with a 17 inch monitor  keyboard and mouse. the machine has 6 usb ports and an ethernet port for broadband connection. there s also a port for standard video output. the machine comes with windows xp home edition. it provides basic home tools such as a media player and word processor.  a dvd burner  or any wireless components built in. wireless and a dvd burner can be added at extra cost.  homes and small offices  including those looking to add a low cost second computer.  cost is the clear advantage. the dell provides enough power and software for basic gaming and internet surfing. it s easily upgradeable so a bigger hard drive  better sound and graphics cards can be added.  the dell is hardly stylish and the hard drive is on the small size for anyone wanting to store photos or a decent sized digital music collection.   this machine is for small businesses and for people who want a second computer for basic home use  perhaps in a kids bedroom   a spokesman for dell said.  i think we offer better value once you realise all the extras needed for the mac mini.     a desktop computer that pc pro magazine dubbed best performer in a group test of machines that cost only £399 (£469 including vat).  a good basic pc that  according to pc pro  has  superb upgrade potential . for your money you get a 1.8ghz amd sempron processor  512mb of ram  120gb hard drive  dvd writer  16-inch monitor  mouse  keyboard and windows xp2  much more than the basics. it cannot handle 3d graphics and has no firewire slots.  those on a limited budget who want a machine they can add to and improve as their cash allows.  it s cheap and has plenty of room to improve but that could end up making it expensive in the long run. it s a good basic workhorse.  it s not pretty and has a monitor rather than a flat-panel display. some of the upgrades offered by jal to the basic model are pricey. you might find that you want to chop and change quite quickly.  nick ross  deputy labs editor at pc pro  said the important point about buying a cheap and cheerful pc is the upgrade path. interest has switched from processor power to graphics and sound cards as that s what makes the difference in games.  even manufacturers are not going to be marketing machines as faster   he said   they ll emphasise the different features.     a computer built from bits you buy and put together yourself.  a surprisingly good pc sporting an amd athlon xp 2500 processor  512 megabytes ram  a graphics card with 128 ram on board plus tv out  a 40 gb hard drive  cd-writer and dvd player  windows xp home.  anything else. you re building it so you have to buy all the software you want to install and do your own trouble-shooting and tech support. building your own machine is easier than it used to be but you need to read specifications carefully to make sure all parts work together.  experienced and keen pc users. building your own pc  or upgrading the one you have  is a great way to improve your understanding of how it all works.  it s cheap  you can specify exactly what you want and you get the thrill of putting it together yourself. and a bigger thrill if everything works as it should.  once it s built you won t be able to do much with it until you start buying software for it. if it starts to go wrong it might take a lot of fixing. as gavin cox of the excellent buildyourown.org.uk website put it:  it will be tough to obtain/build a pc to ever be as compact and charming as the mac mini.    performance-wise  it s not  cutting edge  and is barely entry-level by today s market  but up against the mac mini  i believe it will hold its own and even pull a few more tricks   says gavin cox. the good news is that the machine is eminently expandable. by contrast  says mr cox  the mac mini is almost disposable.,tech
1843,mitsubishi in peugeot link talks trouble-hit mitsubishi motors is in talks with french carmaker psa peugeot citroen about a possible alliance.  on tuesday mitsubishi  the only major japanese car firm in the red  confirmed earlier reports of negotiations. but a spokesman refused to comment on speculation that mitsubishi could end up building cars for psa and perhaps its japanese rival nissan. mitsubishi has been hit by a recall scandal and the withdrawal of support from shareholder daimlerchrysler. the us-german firm  once a majority shareholder  decided last april to stop providing financial backing. mitsubishi s sales have slid 41% in the past year  catalysed by the revelation that the company had systematically been hiding records of faults and then secretly repairing vehicles. mitsubishi is due to unveil a recovery plan later in january. analysts said that alliances with other carmakers would be a necessary part of whatever it came up with  not least because its own slow sales have left its manufacturing capacity under-used.,business
2048,bombardier chief to leave company shares in train and plane-making giant bombardier have fallen to a 10-year low following the departure of its chief executive and two members of the board.  paul tellier  who was also bombardier s president  left the company amid an ongoing restructuring. laurent beaudoin  part of the family that controls the montreal-based firm  will take on the role of ceo under a newly created management structure. analysts said the resignations seem to have stemmed from a boardroom dispute. under mr tellier s tenure at the company  which began in january 2003  plans to cut the worldwide workforce of 75 000 by almost a third by 2006 were announced. the firm s snowmobile division and defence services unit were also sold and bombardier started the development of a new aircraft seating 110 to 135 passengers.  mr tellier had indicated he wanted to stay at the world s top train maker and third largest manufacturer of civil aircraft until the restructuring was complete. but bombardier has been faced with a declining share price and profits. earlier this month the firm said it earned $10m (£19.2m) in the third quarter  down from a profit of $133m a year ago.  i understand the board s concern that i would not be there for the long-term and the need to develop and execute strategies  and the need to reshape the management structure at this time   mr tellier said in a statement on monday. bombardier said restructuring plans drawn up by mr tellier s would continue to be implemented. shares in bombardier lost 65 canadian cents or 25% on the news to 1.90 canadian dollars before rallying to 2.20 canadian dollars.,business
334,ecb holds rates amid growth fears the european central bank has left its key interest rate unchanged at 2% for the 19th month in succession.  borrowing costs have remained on hold amid concerns about the strength of economic growth in the 12 nations sharing the euro  analysts said. despite signs of pick-up  labour markets and consumer demand remain sluggish  while firms are eyeing cost cutting measures such as redundancies. high oil prices  meanwhile  have put upward pressure on the inflation rate.  surveys of economists have shown that the majority expect borrowing costs to stay at 2% in coming months  with an increase of a quarter of a percentage point predicted some time in the second half of the year. if anything  there may be greater calls for an interest rate cut  especially with the euro continuing to strengthen against the dollar.  the euro land economy is still struggling with this recovery   said economist dirk schumacher. the ecb  may sound rather hawkish but once the data allows them to cut again  they will.  data coming out of germany on thursday underlined the problems facing european policy makers. while germany s economy expanded by 1.7% in 2004  growth was driven by export sales and lost some of its momentum in the last three months of the year.  the strength of the euro is threatening to dampen that foreign demand in 2005  and domestic consumption currently is not strong enough to take up the slack. inflation in the eurozone  however  is estimated at about 2.3% in december  above ecb guidelines of 2%. ecb president jean-claude trichet has remained upbeat about prospects for the region  and inflation is expected to drop below 2% later in 2005. the ecb has forecast economic growth in the eurozone of 1.9% in 2005.,business
2093,us interest rate rise expected us interest rates are expected to rise for the fifth time since june following the us federal reserve s latest rate-setting meeting later on tuesday.  borrowing costs are tipped to rise by a quarter of a percentage point to 2.25%. the move comes as a recovery in the us economy  the world s biggest  shows signs of robustness and sustainability. the dollar s record-breaking decline  meanwhile  has spooked markets and along with high oil prices has raised concerns about the pace of inflation.  we are seeing evidence that inflation is moving higher   said ken kim  an analyst at stone & mccarthy research.  it s not a risk  it s actually happening.  mr kim added that borrowing costs could rise further.  the fed has said that it will move in a  measured  way to combat price growth and lift interest rates from their 40-year lows that were prompted by sluggish us and global growth.  with the economic picture now looking more rosy  the fed has implemented quarter percentage point rises in june  august  september and november. although the us economy grew at an annual rate of 3.9% in the three months to september  analysts warn that fed has to be careful not to move too aggressively and take the wind out of the recovery s sails. earlier this month figures showed that job creation is still weak  while consumer confidence is subdued.  i think the fed feels it has a fair amount of flexibility   said david berson  chief economist at fannie mae.  while inflation has moved up  it hasn t moved up a lot.   if economic growth should subside... the fed would feel it has the flexibility to pause in its tightening.  but if economic growth picked up and caused core inflation to rise a little more quickly  i think the fed would be prepared to tighten more quickly as well.,business
226,fox  too reliant on reality tv  the head of us tv network fox has admitted the broadcaster had relied too heavily on reality tv shows such as the poor-rating who s your daddy.  chief executive gail berman said  in the case of this fall we drifted to too much on the unscripted side . the series who s your daddy  where a young woman tries to pick her natural father for a cash prize caused outrage from adoption groups and rated badly. last season  fox s prime-time audience fell by 600 000 to 5.9 million. ms berman said:  i think the audience expects loud things from fox. sometimes they work  and sometimes they don t.   who s your daddy  the first episode of which was shown on 3 january  pulled in a disappointing audience of 6.3 million  according to the nielsen ratings system. five other episodes of the show had also been filmed will be dropped from fox s schedules  ms berman said. she was predicting a drop in ratings even for some of the network s established reality shows  such as american idol  which is due to start its fourth series this week. fox had unveiled a new strategy last year promising to launch new shows every season  including the traditionally quiet summer season. though that had met with a poor reception  ms berman said  there s no question that the audience  in our mind  is ready  willing and able to accept new programming in the summer . fox has changed this plan  launching new shows in may instead of june. one of the new shows will be the animated series american dad  made by seth macfarlane  the creator of family guy. that series  after becoming a hit on dvd  is also set to return with new episodes.,entertainment
506,gallas sees two-horse race chelsea s william gallas believes they will battle it out with arsenal for the premiership in the coming months.   it ll be a two-horse race all the way to the end of the season because we are both going to give it everything   he told bbc sport.  you need to be good and you need a lot of luck. you need a bit of both but it will be as hard for the arsenal players as it is for the chelsea boys.   we know that we have got the power in our hands just now   added gallas.   but you never know what is going to happen in football - two seasons ago manchester united picked up so many points towards the end of the season when they won the title.  obviously  nobody at chelsea wants to come second but you never know what happens in football.  we will be challenging to come first as much as every arsenal player will be challenging to come first.  gallas has been given extra confidence by the impact manager jose mourinho has had since taking over as manager during the summer.  and the french international defender believes mourinho is perfectly suited to boss the squad of chelsea stars and says his managerial expertise will prevent any player revolt.  it s only normal when you have got a team put together of such big names that you put the finishing touch to it and the finishing touch at chelsea is a fantastic manager like mourinho   he said.  he is the icing on the cake at the club. he has this fantastic knack of thinking of everything.  another incredible quality that mourinho has is that every player  even though the fans may consider them to be a stars  within the dressing-room they are absolutely equal.  mourinho reminds everyone but he doesn t have to because he has created a wonderful atmosphere where everybody is playing and laughing every day.  it is a changed dressing-room from the atmosphere there was last year.,sport
974,barclays shares up on merger talk shares in uk banking group barclays have risen on monday following a weekend press report that it had held merger talks with us bank wells fargo.  a tie-up between barclays and california-based wells fargo would create the world s fourth biggest bank  valued at $180bn (£96bn). barclays has declined to comment on the report in the sunday express  saying it does not respond to market speculation. the two banks reportedly held talks in october and november 2004.  barclays shares were up 8 pence  or 1.3%  at 605 pence by late morning in london on monday  making it the second biggest gainer in the ftse 100 index. uk banking icon barclays was founded more than 300 years ago; it has operations in over 60 countries and employs 76 200 staff worldwide. its north american divisions focus on business banking  whereas wells fargo operates retail and business banking services from 6 000 branches. in 2003  barclays reported a 20% rise in pre-tax profits to £3.8bn  and it has recently forecast similar gains in 2004  predicting that full year pre-tax profits would rise 18% to £4.5bn. wells fargo had net income of $6.2bn in its last financial year  a 9% increase on the previous year  and revenues of $28.4bn. barclays was the focus of takeover speculation in august  when it was linked to citigroup  though no bid has ever materialised. stock market traders were sceptical that the latest reports heralded a deal.  the chief executive would be abandoning his duty if he didn t talk to rivals  but a deal doesn t seem likely   reuters quoted one trader as saying.,business
1408,split-caps pay £194m compensation investors who lost money following the split-capital investment trust scandal are to receive £194m compensation  the uk s financial watchdog has announced.  eighteen investment firms involved in the sale of the investments agreed the compensation package with the financial services authority (fsa). splits were marketed as a low-risk way to benefit from rising share prices. but when the stock market collapsed in 2000  the products left thousands of investors out of pocket. an estimated 50 000 people took out split-capital funds  some investing their life savings in the schemes. the paying of compensation will be overseen by an independent company  the fsa said.  further details of how investors will be able to claim their share of the compensation package will be announced in the new year.  this should save investors from having to take their case to the financial ombudsman service  something  no doubt  that will be very welcome   rob mcivor  fsa spokesman  told bbc news. agreeing to pay compensation did not mean that the eighteen firms involved were admitting any guilt  the fsa added. any investor accepting the compensation will have to waive the right to take their case to the financial ombudsman service.  the fsa has been investigating whether investors were misled about the risks posed by split-capital investment trusts. the fsa s 60 strong investigation team looked into whether fund managers colluded in a so-called  magic circle   in the hope of propping up one another s share prices.  firms involved were presented with 780 files of evidence detailing 27 000 taped conversations and over 70 interviews. in may  the fsa was widely reported as having asked firms to pay up to £350m in compensation. mr mcivor told the bbc that the final settlement figure was smaller because two unnamed firms had pulled out of the compensation negotiations. investors in these two firms may now have to take any compensation claim to the financial ombudsman service or the courts.,business
